"household.id","sex.ref.person","income.class","region","race.ref.person","family.type","income.rank","population.size","home.type","food","housing","apparel","transportation","healthcare","entertainment","education"
2385982,"male","$70K+","Northeast","white","H/W, own children only, oldest child over 17 years old",NA,"4 million+","single family detached",988,4196,59,6472,1324,452,46
2386005,"female","$15K-$19,999","Northeast","black","Husband and wife only",0.1872,"4 million+","apartment or flat",1430,2652,155,300,0,300,0
2386094,"female","$70K+","South","white","single person",0.9085,"4 million+","row or townhouse inner unit",1040,7078,363,1860,6876,976,0
2386133,"male","$30K-$39,999","Midwest","black","other household",NA,"125-329 thousand","single family detached",1560,1417,0,458,289.2,210,0
2386162,"female","$15K-$19,999","West","white","other household",0.2199,"1.2-4 million","mobile home or trailer",1690,2350.75,42,3885,0,110,0
2386165,"female","$10K-$14,999","West","white","other household",0.1026,"1.2-4 million","mobile home or trailer",910,2467.75,93,1154,0,0,0
2386254,"male","$70K+","South","black","H/W, own children only, oldest child over 17 years old",NA,".33-1.19 million","single family detached",3370,4354.25,700,2424,2234,470,0
2386293,"female","$50K-$69,999","South","white","H/W, own children only, oldest child 6-17 years old",NA,"less than 125 thousand","single family detached",2275,2050,0,600,0,231,1700
2386312,"female","$70K+","South","white","H/W, own children only, oldest child 6-17 years old",0.8636,"1.2-4 million","single family detached",1970,5143.5,220,26555,816.2,7510,28
2386325,"female","$70K+","West","white","Husband and wife only",0.7317,"4 million+","single family detached",1639,3432,837,1926,810.2,979,0
2386354,"male","$50K-$69,999","South","white","H/W, own children only, oldest child 6-17 years old",0.2999,"less than 125 thousand","mobile home or trailer",3522,4759,214,1847,289.2,3170,0
2386393,"male","$40K-$49,999","Midwest","white","Husband and wife only",0.5518,"4 million+","single family detached",1371,5030,495,930,918,270,0
2386452,"female","$70K+","Midwest","white","H/W, own children only, oldest child over 17 years old",0.2971,"1.2-4 million","single family detached",2265,4479,80,1987,2150,240,0
2386495,"male","$70K+","South","asian","Other H/W household",0.8666,"4 million+","single family detached",3965,6291,27,1143,1000,270,0
2386504,"female","$70K+","Midwest","white","H/W, own children only, oldest child over 17 years old",NA,"1.2-4 million","single family detached",3275,3572,406,2638,330,1755,400
2386543,"female","$50K-$69,999","South","white","other household",0.6745,"125-329 thousand","single family detached",1560,5430,770,2415,180,382,0
2386592,"male","$70K+","South","white","Husband and wife only",0.8171,"1.2-4 million","single family detached",2000,3771,207,1212,698.4,380,139
2386625,"female","$15K-$19,999","South","white","single person",0.1929,"4 million+","garden",1950,2975,421,560,80,508,0
2386674,"female","$30K-$39,999","South","white","single person",0.464,"1.2-4 million","single family detached",325,10973,0,145,789.2,140,0
2386683,"male","$30K-$39,999","South","white","H/W, own children only, oldest child 6-17 years old",0.4262,".33-1.19 million","apartment or flat",2015,2648,185,987,498,235,0
2386712,"male","$15K-$19,999","South","black","other household",NA,"less than 125 thousand","single family detached",1651,3287.5,0,330,289.2,264,0
2386795,"male","$70K+","Northeast","white","other household",NA,"4 million+","apartment or flat",985,3397,453,1080,4958,1092,0
2386824,"female","$20K-$29,999","Midwest","white","single person",NA,"4 million+","row or townhouse inner unit",1238,2387,108,550,980,178,0
2386843,"male","$70K+","South","white","single person",0.9948,"1.2-4 million","other",0,21684,0,4050,436.2,395,0
2386852,"male","$5K-$9,999","West","white","single person",0.0635,"4 million+","single family detached",1053,3934.5,72,1745,2202.2,543,0
2386983,"male","$50K-$69,999","South","white","H/W, own children only, oldest child 6-17 years old",0.5128,"125-329 thousand","single family detached",1920,2521,40,1159,130,110,0
2386984,"male","$50K-$69,999","South","white","H/W, own children only, oldest child 6-17 years old",0.5102,"125-329 thousand","single family detached",1950,2627,32,802,0,67,0
2386985,"male","$50K-$69,999","South","white","H/W, own children only, oldest child under 6 years old",NA,"125-329 thousand","single family detached",1365,3299,560,958,80,901,0
2387003,"female","<$5K","South","white","single person",NA,"less than 125 thousand","single family detached",195,88,0,185,0,0,0
2387093,"female","$30K-$39,999","West","white","other household",0.3725,"125-329 thousand","single family detached",3900,3660,123,1040,349.2,314,2549
2387102,"female","$20K-$29,999","Midwest","black","one parent, female, at least one child under 18 years old",0.2541,"1.2-4 million","apartment or flat",1625,2745,2700,4229,0,896,0
2387234,"male","<$5K","Midwest","white","single person",0.0334,"less than 125 thousand","single family detached",585,825,0,401,568.2,342,0
2387255,"female","$30K-$39,999","Midwest","asian","Husband and wife only",0.3763,"4 million+","single family detached",1235,7240,0,395,1068.4,369,0
2387342,"male","$70K+","South","white","Husband and wife only",NA,"1.2-4 million","single family detached",1851,7589,0,2000,0,405,0
2387343,"male","$70K+","South","white","Husband and wife only",NA,"1.2-4 million","single family detached",1300,7683,0,1510,0,460,0
2387444,"male","$70K+","South","white","H/W, own children only, oldest child 6-17 years old",0.9083,"4 million+","single family detached",3261,3232,550,2468,2370,837,0
2387445,"male","$70K+","South","white","H/W, own children only, oldest child 6-17 years old",0.9548,"4 million+","single family detached",3541,4250,330,3036,3275,1695,0
2387502,"female","$70K+","South","white","H/W, own children only, oldest child 6-17 years old",0.7334,"125-329 thousand","single family detached",3226,4751.5,318,1800,700,309,0
2387553,"male","$40K-$49,999","South","white","H/W, own children only, oldest child under 6 years old",0.5411,"1.2-4 million","single family detached",2860,4023,185,1431,780,333,0
2387662,"male","$40K-$49,999","Northeast","white","Husband and wife only",0.5369,"125-329 thousand","single family detached",1274,2147,22,499,268,6,0
2387685,"female","$15K-$19,999","Northeast","white","single person",NA,"4 million+","single family detached",1170,5026,0,240,30,225,0
2387724,"male","$70K+","South","white","H/W, own children only, oldest child over 17 years old",0.8732,"1.2-4 million","single family detached",2390,5887,65,945,3010,627,2839
2387743,"male","$20K-$29,999","Northeast","white","single person",0.326,"4 million+","apartment or flat",975,3690,87,1032,0,156,0
2387883,"female","$50K-$69,999","Midwest","white","Husband and wife only",NA,"125-329 thousand","single family detached",1921,2854,264,2026,1283,676,0
2387885,"female","$50K-$69,999","Midwest","white","Husband and wife only",0.6162,"125-329 thousand","single family detached",1495,9872,359,531,1336,753,0
2387912,"female","$50K-$69,999","Northeast","white","Husband and wife only",0.516,"125-329 thousand","single family detached",1955,4030.5,265,2145,3098.4,646,0
2387914,"female","$50K-$69,999","Northeast","white","Husband and wife only",0.5072,"125-329 thousand","single family detached",1738,2851.5,793,1806,2471.4,1015,26
2388063,"female","$15K-$19,999","Midwest","black","one parent, female, at least one child under 18 years old",NA,"4 million+","single family detached",1632,3499,0,3250,376.2,2166,0
2388115,"male","$70K+","Midwest","white","H/W, own children only, oldest child under 6 years old",0.7929,"4 million+","single family detached",897,3160,152,873,5474,366,0
2388122,"female","$20K-$29,999","Midwest","white","single person",0.2903,"125-329 thousand","apartment or flat",371,1593,0,948,0,138,0
2388124,"female","$20K-$29,999","Midwest","white","single person",0.2905,"125-329 thousand","apartment or flat",610,1771,30,695,602,39,0
2388225,"female","$10K-$14,999","Midwest","white","single person",0.1039,"less than 125 thousand","dormitory",260,0,0,120,0,17,0
2388232,"male","$70K+","West","white","Husband and wife only",0.9108,"1.2-4 million","single family detached",2310,7853.75,690,2148,708,1157,0
2388263,"male","$70K+","Northeast","white","Husband and wife only",0.7047,"125-329 thousand","single family detached",1297,2428,153,2506,3321,1053,0
2388275,"male","$70K+","South","white","H/W, own children only, oldest child under 6 years old",0.8991,"1.2-4 million","row or townhouse inner unit",1135,6205,150,1092,305,305,0
2388284,"female","$50K-$69,999","South","white","H/W, own children only, oldest child 6-17 years old",0.6564,"125-329 thousand","single family detached",2065,6324.5,1150,1102,165,465,150
2388342,"male","$40K-$49,999","Northeast","white","Husband and wife only",NA,"125-329 thousand","single family detached",1213,2190,0,1511,600,150,0
2388383,"female","$40K-$49,999","South","white","other household",0.5351,"1.2-4 million","single family detached",1275,1549,34,1334,685,963,0
2388395,"female","$50K-$69,999","West","white","single person",0.5913,"1.2-4 million","row or townhouse inner unit",1207,4934,200,975,855,577,0
2388404,"female","$15K-$19,999","South","white","H/W, own children only, oldest child over 17 years old",0.2245,"less than 125 thousand","single family detached",2665,1325.25,0,635,1421.2,510,0
2388483,"female","$30K-$39,999","West","white","H/W, own children only, oldest child 6-17 years old",0.4524,"125-329 thousand","single family detached",975,2964,179,1031,1110,0,0
2388492,"male","$50K-$69,999","Midwest","white","Other H/W household",0.6243,"less than 125 thousand","single family detached",700,2655,100,1538,1806,0,0
2388554,"female","$5K-$9,999","West","white","other household",0.0651,"4 million+","apartment or flat",650,9475,210,10,0,190,100
2388555,"female","<$5K","West","white","other household",NA,"4 million+","apartment or flat",715,5820,160,0,0,140,0
2388583,"male","$50K-$69,999","Northeast","white","Husband and wife only",0.6654,"125-329 thousand","single family detached",1885,2956,0,1584,1128.4,90,0
2388602,"male","$70K+","Midwest","white","single person",0.7926,"less than 125 thousand","single family detached",585,2187,415,722,0,186,0
2388664,"female","<$5K","South","white","single person",0.0051,"less than 125 thousand","single family detached",1365,347.5,26,647,0,417,0
2388673,"male","$10K-$14,999","West","black","Other H/W household",0.158,"125-329 thousand","apartment or flat",1625,2580,160,1540,39,120,0
2388705,"male","$70K+","Midwest","white","single person",0.7365,"125-329 thousand","single family detached",1990,2652,108,1500,1807.7,297,0
2388712,"female","$70K+","Northeast","white","H/W, own children only, oldest child 6-17 years old",0.9674,"4 million+","single family detached",3250,14751,830,2871,8042,1404,0
2388764,"female","$70K+","South","white","single person",0.7401,"4 million+","single family detached",1625,9578.75,650,873,532,355,0
2388863,"male","$70K+","Midwest","white","other household",0.7531,"less than 125 thousand","single family detached",1040,1570,35,1195,447,609,0
2388882,"male","$5K-$9,999","West","white","single person",0.0681,"1.2-4 million","single family detached",650,1177,0,282,0,0,0
2388885,"male","$5K-$9,999","West","white","single person",0.0802,"1.2-4 million","single family detached",715,1230,0,269,0,0,0
2388974,"male","$50K-$69,999","South","white","single person",0.3561,"1.2-4 million","mobile home or trailer",1690,2237,40,9300,0,70,0
2389072,"female","$20K-$29,999","South","white","other household",0.2387,"4 million+","single family detached",1690,4740,180,1675,0,50,0
2389073,"female","$20K-$29,999","South","white","other household",0.3145,"4 million+","single family detached",1950,4980,310,1207,0,20,0
2389075,"female","$20K-$29,999","South","white","other household",0.2959,"4 million+","single family detached",1300,4680,400,1075,0,210,0
2389134,"female","$5K-$9,999","South","white","single person",0.0921,"125-329 thousand","mobile home or trailer",1105,2404.5,0,190,26,0,0
2389172,"female","<$5K","West","black","one parent, female, at least one child under 18 years old",0.038,"1.2-4 million","single family detached",975,6527,1763,360,200,706,400
2389173,"female","<$5K","West","black","one parent, female, at least one child under 18 years old",0.0335,"1.2-4 million","single family detached",0,3041,1000,130,0,237,0
2389175,"female","$15K-$19,999","West","black","one parent, female, at least one child under 18 years old",0.1669,"1.2-4 million","single family detached",1105,1960,190,135,71,741,0
2389184,"male","$70K+","Midwest","white","Other H/W household",0.9291,"1.2-4 million","single family detached",1261,5481.75,44,1216,769.2,45,9599
2389233,"male","$15K-$19,999","Midwest","black","single person",0.2095,"125-329 thousand","single family detached",1066,881.25,65,1125,1250.2,200,0
2389345,"male","$50K-$69,999","South","white","other household",0.4895,".33-1.19 million","duplex",1560,3099,150,4971,0,240,0
2389352,"female","$70K+","Midwest","white","H/W, own children only, oldest child 6-17 years old",0.8742,"125-329 thousand","single family detached",1320,4665,25,7797,122,290,0
2389414,"male","$50K-$69,999","Northeast","black","single person",0.5682,"4 million+","high-rise",611,3087,15,45,491.2,210,0
2389553,"female","$70K+","South","black","other household",0.7823,"4 million+","single family detached",1415,3872,171,32936,868.2,1321,0
2389572,"female","$5K-$9,999","South","white","single person",0.0852,"125-329 thousand","apartment or flat",581,531,0,0,1939.2,123,0
2389575,"female","$5K-$9,999","South","white","single person",0.0835,"125-329 thousand","apartment or flat",325,531,0,0,473,123,0
2389684,"female","$70K+","Midwest","white","H/W, own children only, oldest child 6-17 years old",0.7022,"4 million+","single family detached",1475,3299,690,1482,2151,538,146
2389713,"male","$70K+","Northeast","white","single person",0.7532,"4 million+","apartment or flat",2520,3872,176,3887,143,238,0
2389745,"female","$20K-$29,999",NA,"white","H/W, own children only, oldest child over 17 years old",0.3214,NA,"mobile home or trailer",2340,2138,0,1008,476.2,134,0
2389815,"female","$10K-$14,999","South","white","single person",0.1427,"less than 125 thousand","single family detached",767,2522,0,224,0,0,0
2389882,"male","$50K-$69,999","Midwest","white","Husband and wife only",NA,"125-329 thousand","single family detached",1495,895,0,11987,569.2,195,0
2389894,"male","$70K+","Midwest","asian","other household",0.6176,"125-329 thousand","single family detached",2210,4763,225,3295,978,545,0
2389943,"male","$40K-$49,999","West","native american","Other H/W household",0.5453,"1.2-4 million","mobile home or trailer",1300,2164.5,0,1165,31,174,0
2390015,"male","$15K-$19,999","Midwest","white","single person",0.1181,"less than 125 thousand","single family detached",2080,1527,96,750,75,1184,0
2390082,"female","$20K-$29,999","South","white","Husband and wife only",0.3153,"less than 125 thousand","single family detached",1300,457.25,0,487,384.2,243,0
2390083,"female","$20K-$29,999","South","white","Husband and wife only",0.3078,"less than 125 thousand","single family detached",650,505.25,0,452,1566.2,270,0
2390084,"female","$20K-$29,999","South","white","Husband and wife only",0.3102,"less than 125 thousand","single family detached",585,968.25,90,412,739.2,195,0
2390175,"female","<$5K","South","white","single person",0.0275,"1.2-4 million","single family detached",455,2829,0,120,0,78,0
2390222,"male","$30K-$39,999","Midwest","white","single person",0.4143,"less than 125 thousand","apartment or flat",559,2970,0,699,150,646,0
2390244,"female","$10K-$14,999","Midwest","white","one parent, female, at least one child under 18 years old",0.1064,"4 million+","single family detached",2450,2390,443,1914,1466.2,30,0
2390313,"female","$70K+","South","white","Other H/W household",0.7025,"1.2-4 million","single family detached",910,3820,30,2322,1079.2,672,0
2390355,"male","<$5K","Midwest","asian","single person",NA,"1.2-4 million","apartment or flat",845,2421,175,345,0,0,500
2390364,"male","$30K-$39,999","South","white","H/W, own children only, oldest child 6-17 years old",0.3578,".33-1.19 million","single family detached",1040,2710.5,0,2488,0,312,0
2390392,"male","$70K+","South","white","other household",0.7732,"1.2-4 million","single family detached",8400,4817,380,4957,918,3277,0
2390402,"female","$50K-$69,999","Northeast","white","H/W, own children only, oldest child 6-17 years old",0.6868,"125-329 thousand","single family detached",3192,3665.5,760,2993,1170,1136,0
2390483,"female","$50K-$69,999","Midwest","white","H/W, own children only, oldest child 6-17 years old",NA,"4 million+","apartment or flat",2095,3068,0,1455,0,55,0
2390545,"male","$50K-$69,999","Midwest","white","Husband and wife only",0.4932,"125-329 thousand","single family detached",1170,1942,0,1117,3218.4,111,0
2390572,"male","$50K-$69,999","Midwest","white","H/W, own children only, oldest child under 6 years old",0.5975,"1.2-4 million","single family detached",715,2995,124,300,282,355,0
2390574,"male","$70K+","Midwest","white","H/W, own children only, oldest child under 6 years old",0.8142,"1.2-4 million","single family detached",663,2586,189,1200,240,20,0
2390613,"female","$40K-$49,999","West","multi-race","single person",0.5388,"1.2-4 million","apartment or flat",650,3074,51,621,494,453,0
2390692,"female","$70K+","Northeast","white","other household",0.7441,"4 million+","single family detached",1040,7944.75,0,1101,2803.2,278,0
2390694,"female","$70K+","Northeast","white","other household",0.738,"4 million+","single family detached",1536,7820.75,200,572,3527.2,261,0
2390695,"female","$50K-$69,999","Northeast","white","other household",0.4618,"4 million+","single family detached",1625,7586.75,0,447,431.7,636,0
2390733,"male","$70K+","West","asian","H/W, own children only, oldest child 6-17 years old",0.9794,"4 million+","end row or end townhouse",3253,7704,1108,3686,600,1296,0
2390833,"female","$15K-$19,999","Midwest","white","single person",0.1957,"less than 125 thousand","apartment or flat",345,1109,143,330,240,577,0
2390862,"male","$20K-$29,999","South","white","other household",0.3359,"125-329 thousand","row or townhouse inner unit",1625,2175,0,17010,735,265,12
2390864,"male","$20K-$29,999","South","white","one parent, male, at least one child under 18 years old",0.3291,"125-329 thousand","row or townhouse inner unit",1807,1513,0,963,0,0,0
2390925,"male","$40K-$49,999","South","black","single person",0.5088,"125-329 thousand","single family detached",650,7086.75,0,60,845,344,0
2391063,"female","$5K-$9,999","Northeast","white","one parent, female, at least one child under 18 years old",0.0441,"4 million+","apartment or flat",1300,3042,1150,60,96,342,0
2391072,"female","$70K+","South","white","H/W, own children only, oldest child under 6 years old",NA,"125-329 thousand","single family detached",1690,9996,855,778,0,310,0
2391114,"female","$10K-$14,999","West","white","H/W, own children only, oldest child 6-17 years old",0.1024,"125-329 thousand","single family detached",2795,1815,0,573,220,150,0
2391155,"female","$40K-$49,999","South","white","one parent, female, at least one child under 18 years old",0.2765,"1.2-4 million","single family detached",1075,4828,530,1127,0,126,500
2391232,"male","$15K-$19,999","South","white","other household",NA,"less than 125 thousand","mobile home or trailer",715,1958,0,300,0,0,0
2391233,"female","$20K-$29,999","South","white","other household",NA,"less than 125 thousand","mobile home or trailer",1040,1264,0,150,0,0,0
2391294,"male","$70K+","South","white","H/W, own children only, oldest child 6-17 years old",0.7837,"125-329 thousand","single family detached",1670,1944.25,0,1625,560,0,120
2391305,"male","$70K+","West","white","H/W, own children only, oldest child 6-17 years old",0.7224,"125-329 thousand","single family detached",1460,4972,435,1140,1236,343,0
2391373,"male","$70K+","Midwest","multi-race","H/W, own children only, oldest child 6-17 years old",0.9117,"125-329 thousand","end row or end townhouse",2652,2717,0,3579,90,230,0
2391392,"female","$15K-$19,999","South","black","single person",0.1734,"less than 125 thousand","apartment or flat",871,1163,764,0,0,276,0
2391444,"female","$30K-$39,999","Midwest","white","other household",0.1679,"4 million+","single family detached",650,1306,0,406,3061.2,239,0
2391505,"male","$70K+","South","black","H/W, own children only, oldest child under 6 years old",0.6921,"4 million+","single family detached",1560,2207,0,960,720,0,0
2391524,"female","$10K-$14,999","West","pacific islander","one parent, female, at least one child under 18 years old",0.1065,"1.2-4 million","garden",1365,2087,495,111,0,46,0
2391532,"female","$20K-$29,999","Northeast","multi-race","single person",0.3624,"4 million+","single family detached",910,9178,40,873,1231.2,138,0
2391584,"female","$70K+","South","black","Other H/W household",0.9064,"1.2-4 million","single family detached",4290,5729,925,900,3350,300,0
2391603,"female","$50K-$69,999","Midwest","white","Husband and wife only",0.6823,"less than 125 thousand","single family detached",1170,3691,616,2547,1598.2,543,0
2391622,"female","$70K+","West","white","Husband and wife only",0.9953,"4 million+","high-rise",4550,20237,850,800,1005,200,0
2391625,"female","$70K+","West","white","Husband and wife only",0.9984,"4 million+","high-rise",4875,22751,2300,2360,930,429,0
2391674,"female","$20K-$29,999","West","white","Other H/W household",0.095,"less than 125 thousand","single family detached",1950,1318,60,745,2978.4,330,100
2391733,"male","$30K-$39,999","South","asian","single person",0.4237,"1.2-4 million","single family detached",1903,2335,0,983,100,30,0
2391802,"male","$50K-$69,999","Northeast","white","other household",NA,"4 million+","high-rise",2229,2996,90,1339,0,0,0
2391815,"female","$70K+","South","black","single person",0.7804,"1.2-4 million","single family detached",1186,2797.25,2133,2059,1696,470,0
2391864,"male","$50K-$69,999","South","white","Other H/W household",0.6034,"125-329 thousand","single family detached",2162,2696,0,2843,2576.2,942,0
2391952,"female","$30K-$39,999","South","black","other household",0.3019,"1.2-4 million","single family detached",1730,1830,75,2792,1087.4,590,0
2391953,"female","$30K-$39,999","South","black","other household",0.2953,"1.2-4 million","single family detached",585,1917,525,1244,1305.4,187,0
2391975,"female","$50K-$69,999","South","white","H/W, own children only, oldest child 6-17 years old",0.6032,"1.2-4 million","row or townhouse inner unit",4940,2257,524,1639,870,396,6
2392004,"male","$30K-$39,999","Midwest","white","single person",NA,"125-329 thousand","apartment or flat",1450,2685,314,575,300,160,0
2392072,"female","$70K+","Northeast","white","H/W, own children only, oldest child 6-17 years old",0.8579,"4 million+","single family detached",6045,6108,384,2333,1184,199,0
2392073,"female","$70K+","Northeast","white","H/W, own children only, oldest child 6-17 years old",0.8574,"4 million+","single family detached",3660,6652,545,30100,1225,477,0
2392105,"female","$15K-$19,999","Midwest","white","single person",0.208,"1.2-4 million","other",286,7781,0,0,422.7,0,0
2392174,"female","$15K-$19,999","West","white","single person",NA,"1.2-4 million","single family detached",3968,1539,0,1578,1429.2,105,0
2392193,"female","$5K-$9,999","Midwest","asian","single person",0.0733,"4 million+","high-rise",637,1021,47,270,0,204,0
2392212,"male","$10K-$14,999","South","black","single person",NA,"1.2-4 million","single family detached",1820,597.5,200,1200,0,450,0
2392265,"female","$15K-$19,999","Northeast","white","H/W, own children only, oldest child under 6 years old",0.1798,"125-329 thousand","duplex",910,2106,260,0,652,531,162
2392314,"male","<$5K","Midwest","white","single person",NA,"less than 125 thousand","apartment or flat",650,1612,0,0,648,108,0
2392354,"female","$20K-$29,999","South","white","single person",0.2644,".33-1.19 million","apartment or flat",1300,2794,326,600,280,258,0
2392355,"female","$20K-$29,999","South","white","single person",0.2799,".33-1.19 million","apartment or flat",1885,3336,326,999,280,255,0
2392365,"female","<$5K","Northeast","white","single person",0.0213,"4 million+","dormitory",385,60,90,90,0,2,170
2392455,"female","$40K-$49,999","Midwest","black","Husband and wife only",NA,"4 million+","single family detached",1820,2217.5,423,722,966.4,681,0
2392492,"female","$10K-$14,999","South","white","one parent, female, at least one child under 18 years old",0.1477,"125-329 thousand","mobile home or trailer",585,2977,0,2236,0,264,678
2392493,"female","$10K-$14,999","South","white","one parent, female, at least one child under 18 years old",0.1503,"125-329 thousand","mobile home or trailer",390,2577,32,1156,0,212,0
2392514,"male","$40K-$49,999","West","white","H/W, own children only, oldest child 6-17 years old",0.4837,"125-329 thousand","single family detached",2990,4103,834,3112,1065,105,0
2392603,"male","$70K+","South","white","Husband and wife only",0.8303,"4 million+","single family detached",2210,2367,25,480,0,0,0
2392605,"male","$70K+","South","white","Husband and wife only",0.9258,"4 million+","single family detached",2665,2581,0,327,0,267,0
2392622,"male","$70K+","South","white","H/W, own children only, oldest child over 17 years old",0.9789,"1.2-4 million","single family detached",3380,3649,300,3325,1230,897,420
2392674,"female","$10K-$14,999","West","white","single person",0.1201,"4 million+","single family detached",2145,4236,0,305,469.2,159,0
2392753,"female","$30K-$39,999","Midwest","white","Other H/W household",0.3803,"4 million+","single family detached",2340,2233,0,1187,300,134,0
2392762,"female","$15K-$19,999","Midwest","black","one parent, female, at least one child under 18 years old",0.1969,"1.2-4 million","duplex",910,1944,358,370,0,90,0
2392855,"male","$50K-$69,999","West","white","one parent, male, at least one child under 18 years old",0.6723,"1.2-4 million","single family detached",2021,4035,110,1336,120,1077,0
2392904,"female","<$5K","South","white","single person",0.0053,"1.2-4 million","single family detached",260,430.75,0,605,0,0,0
2392923,"male","$20K-$29,999","South","white","one parent, male, at least one child under 18 years old",0.3347,".33-1.19 million","mobile home or trailer",1315,1858.5,50,912,400,90,0
2392992,"male","$5K-$9,999","South","white","single person",0.0712,"125-329 thousand","duplex",360,1200,15,0,0,180,0
2393084,"female","$70K+","West","white","H/W, own children only, oldest child under 6 years old",0.9182,"1.2-4 million","single family detached",3321,10690,359,3551,395,1943,514
2393085,"female","$70K+","West","white","H/W, own children only, oldest child under 6 years old",0.9414,"1.2-4 million","single family detached",2757,11287,561,1863,1569,2048,751
2393093,"female","$10K-$14,999","South","white","other household",0.1224,".33-1.19 million","single family detached",1820,3175,150,1000,0,512,0
2393132,"female","$70K+","West","black","other household",NA,"4 million+","apartment or flat",1066,7210,0,420,320,450,0
2393164,"male","$70K+","Midwest","white","H/W, own children only, oldest child 6-17 years old",0.7948,"125-329 thousand","single family detached",1625,8415.75,330,5490,600,1025,0
2393213,"male","$20K-$29,999","Northeast","black","single person",0.14,"4 million+","row or townhouse inner unit",650,2589,0,336,0,0,0
2393215,"male","$15K-$19,999","Northeast","black","single person",0.1397,"4 million+","row or townhouse inner unit",650,2310,0,336,145,0,0
2393252,"female","$70K+","Northeast","white","Husband and wife only",0.8443,"125-329 thousand","duplex",3380,5955,1005,2764,1716,926,0
2393294,"male","$50K-$69,999","Midwest","white","other household",0.6251,"125-329 thousand","single family detached",1235,1772,180,1921,210,486,0
2393333,"male","$70K+","South","white","Husband and wife only",0.9061,"4 million+","single family detached",3224,9513.5,284,3553,1988.4,2801,0
2393362,"male","$20K-$29,999","Northeast","white","H/W, own children only, oldest child under 6 years old",0.1722,"4 million+","duplex",2715,3484,1258,1953,0,160,0
2393425,"female","$50K-$69,999","Midwest","white","single person",0.6803,"4 million+","apartment or flat",1560,3052,108,379,310,773,0
2393582,"male","$70K+","West","black","one parent, male, at least one child under 18 years old",0.98,"4 million+","row or townhouse inner unit",3365,5681,470,4337,1800,1144,4965
2393604,"male","$70K+","West","white","Husband and wife only",0.7532,"1.2-4 million","single family detached",2648,4350,245,2613,564,516,0
2393613,"female","$70K+","South","white","Husband and wife only",0.9352,"125-329 thousand","single family detached",1913,2121,55,1408,335,236,0
2393655,"female","$50K-$69,999","Northeast","multi-race","single person",0.5668,"4 million+","row or townhouse inner unit",325,2645.25,0,1727,552,105,0
2393662,"female","$30K-$39,999","West","white","H/W, own children only, oldest child 6-17 years old",0.3732,"125-329 thousand","single family detached",1644,7910,563,4063,400,881,0
2393703,"female","$40K-$49,999","West","white","H/W, own children only, oldest child under 6 years old",0.4852,"4 million+","other",1300,3968,490,840,0,230,0
2393704,"female","$40K-$49,999","West","white","H/W, own children only, oldest child under 6 years old",0.4855,"4 million+","other",1755,2760,260,670,0,150,0
2393765,"female","$70K+","South","white","H/W, own children only, oldest child over 17 years old",NA,".33-1.19 million","single family detached",3940,5295,605,2419,519,387,0
2393862,"female","$20K-$29,999","Midwest","white","single person",0.2531,"125-329 thousand","single family detached",390,2760,27,240,289.2,0,0
2393863,"female","$20K-$29,999","Midwest","white","single person",0.2453,"125-329 thousand","single family detached",505,852,54,205,289.2,20,0
2393904,"female","$40K-$49,999","South","white","Husband and wife only",0.5325,"125-329 thousand","single family detached",1162,1025,0,339,630,210,0
2393905,"female","$70K+","South","white","Husband and wife only",0.7186,"125-329 thousand","single family detached",1215,8045,0,12373,610,210,0
2393962,"male","$70K+","South","white","Husband and wife only",0.7379,"1.2-4 million","mobile home or trailer",2145,2777,1500,2411,390,510,0
2394013,"female","$70K+","South","white","H/W, own children only, oldest child under 6 years old",0.8927,"125-329 thousand","single family detached",2374,5750,780,2549,100,1954,0
2394044,"male","$5K-$9,999","Midwest","white","single person",0.0892,"less than 125 thousand","dormitory",455,162,106,452,0,32,700
2394065,"female","$20K-$29,999","West","white","single person",0.2535,"125-329 thousand","single family detached",670,1767.5,650,2078,1270,466,0
2394084,"male","$10K-$14,999","South","white","Husband and wife only",0.1104,"125-329 thousand","mobile home or trailer",1170,150,0,159,289.2,0,0
2394142,"male","$40K-$49,999","South","white","Husband and wife only",0.5105,"125-329 thousand","mobile home or trailer",1158,4107,68,1192,1769.4,408,0
2394173,"female","$20K-$29,999","South","white","other household",NA,".33-1.19 million","single family detached",1809,2405.5,0,525,79,321,0
2394175,"female","$20K-$29,999","South","white","other household",NA,".33-1.19 million","single family detached",1878,2249,0,961,0,321,0
2394194,"male","<$5K","Northeast","white","single person",0.0438,"4 million+","dormitory",601,22,398,50,60,205,140
2394353,"male","$70K+","Northeast","white","Husband and wife only",0.6615,"125-329 thousand","single family detached",1755,5678,444,853,525,888,0
2394392,"female","$70K+","South","white","Husband and wife only",NA,"4 million+","single family detached",2765,7708,1042,5931,3036,861,0
2394414,"female","$70K+","Northeast","white","H/W, own children only, oldest child 6-17 years old",0.924,"125-329 thousand","single family detached",2694,6250,157,1235,704,1407,1889
2394415,"female","$70K+","Northeast","white","H/W, own children only, oldest child 6-17 years old",0.9155,"125-329 thousand","single family detached",2270,7120,130,1299,659,824,1894
2394532,"female","$20K-$29,999","South","white","H/W, own children only, oldest child 6-17 years old",0.3242,"125-329 thousand","single family detached",1820,3955,330,540,0,1308,0
2394543,"female","$70K+","South","white","Other H/W household",NA,".33-1.19 million","single family detached",2895,6951,502,43362,702,509,0
